"S.No","Question Number","Question","Option A","Option B","Option C","Option D","Answer","Explanation"
"1","In 2019, how many motor vehicle crashes took place in the United States?","14.2 million","4.5 million","36,500","None of the above","1","Section 1.1, A, “United States National Data on Traffic Crash Injuries and Fatalities” states, “14.2 million motor vehicle crashes took place in 2019, causing 4.5 million injuries and 36,500 fatalities.”"
"88.","Drivers should check for vehicles and objects behind the car only when changing lanes.","True","False","","","2","Section 3.1, A, “Scanning for Hazards” states, “You need to know what is behind you at all times. It’s especially critical to check for vehicles and objects . . . [w]hen you are about to change lanes . . .  [w]hen you’re going in reverse . . . [w]hen you’re slowing down . . . [or] [w]hen you’re driving down a long or steep hill.”"
"89.","Drivers should check their rear and side-view mirrors every 10 seconds while driving.","True","False","","","2","Section 3.1, A, “Scanning for Hazards” states, “Check your rear and side-view mirrors every two to five seconds to get a complete picture of your surroundings while driving.”"
"90.","If a passenger is in the car, they can't help the driver navigate, as it will cause distraction.","True","False","","","2","Section 3.1, A, “Scanning for Hazards” states, “If a passenger is in your vehicle, let them help you navigate, so you do not become distracted by looking at a map, phone, or GPS device.”"
"91.","One in 28 Americans over 40 years old has low vision.","True","False","","","1","Section 3.1, B, “Effects of Aging on Perceptual Ability” states, “According to The Vision Council, one in 28 Americans ages 40 and over has low vision.”"
"92.","The risk of blindness and vision loss rapidly increases for individuals 75 years and older.","True","False","","","1","Section 3.1, B, “Effects of Aging on Perceptual Ability” states, “The CDC found that blindness and vision loss increase rapidly for individuals 75 and over.”"
"93.","Aging-related vision loss should not be a concern for mature drivers.","True","False","","","2","Section 3.1, B, “Effects of Aging on Perceptual Ability” states, “A significant concern with aging-related vision loss is how it affects mature drivers on the road.”"
"94.","Aging-related vision loss is one of the main reasons seniors might lose their ability to drive or have their driving privileges revoked.","True","False","","","1","Section 3.1, B, “Effects of Aging on Perceptual Ability” states, “A significant concern with aging-related vision loss is how it affects mature drivers on the road. It’s one of the main reasons seniors might drive with a restricted license, stop driving altogether, or have their driving privileges taken away.”"
"95.","Mature adults are not at higher risk of experiencing eye diseases as they age.","True","False","","","2","Section 3.1, B, “Effects of Aging on Perceptual Ability” states, “Mature adults are at higher risk of experiencing certain eye diseases as they age.”"
"96.","Loss of visual clarity is a side effect of aging and a result of the lens in the eye hardening.","True","False","","","1","Section 3.1, B, i, “Loss of Visual Clarity” states, “An inescapable side effect of aging is the loss of visual clarity over time. As you age, the lens in your eye begins to harden, causing the sharpness of your vision to dull.”"
"97.","Presbyopia is a common eye condition in aging humans that causes close-up objects to appear blurry or out of focus.","True","False","","","1","Section 3.1, B, i, “Loss of Visual Clarity” states, “As you age, the lens in your eye begins to harden, causing the sharpness of your vision to dull. That means close-up objects (like words in a book) can appear blurry or out of focus. This is a naturally occurring condition known as presbyopia, the most common eye condition in aging humans.”"
"98.","Corrective lenses can help refocus eyes and aid driving if you have presbyopia.","True","False","","","1","Section 3.1, B, i, “Loss of Visual Clarity” states, “If you have presbyopia, focusing on nearby objects, such as road hazards, road signs, and other vehicles, can be challenging without corrective lenses. Regular visits to an eye doctor can help track changes in your visual clarity over time. The doctor may prescribe lenses to help refocus your eyes and aid driving.”"
"99.","Loss of peripheral vision doesn’t affect your ability to drive safely.","True","False","","","2","Section 3.1, B, ii, “Diminished Peripheral Vision” states, “Loss of peripheral vision makes it more difficult to detect movement, hazards, and other vehicles when looking straight ahead. Poor peripheral vision can become a safety issue if you spend too much time compensating by looking from side to side.”"
"100.","If a doctor has prescribed corrective lenses, drivers don’t need to wear them every single time they operate a vehicle.","True","False","","","2","Section 3.1, B, ii, “Diminished Peripheral Vision” states, “If a doctor has prescribed corrective lenses, wear them every time you operate a vehicle.”"
"101.","Avoiding driving in heavy rain, snow, or adverse weather conditions can help to compensate for the loss of visual clarity.","True","False","","","1","Section 3.1, B, i, “Loss of Visual Clarity” states, “[A] safe driving [choice] that can help compensate for the loss of visual clarity include[s] . . . Not driving in heavy rain, snow, or other adverse weather conditions.”"
"102.","Staying an extra car length or two back from the vehicle ahead of you helps to compensate for the loss of visual clarity.","True","False","","","1","Section 3.1, B, i, “Loss of Visual Clarity” states, “[A] safe driving [choice] that can help compensate for the loss of visual clarity include[s] . . . Staying an extra car length or two back from the vehicle ahead of you.”"
